Customer ID*,Customer Name*,Street,Housenumber,City,ZIP,Existing customer,Number of employees,Revenue,URL,e-mail,mobile,Telefone,Heading*,Heading ID*,Keyword (1 main keyword),Year/month founded (entrepreneur),Short Crypted
20839,Realkanzlei Edlauer Immobilientreuhänder GmbH & Co KG,Josefstr,19,Sankt Pölten,3100,,15,1250000,http://www.edlauer.com,immobilien@edlauer.com,,02742352438,Immobilienverwaltungen,1728,Immobilienverwaltung,,nHKCT
20846,Waffen Eibl,Wiener Str,48,Sankt Pölten,3100,,4,800000,http://www.waffen-eibl.com,office@waffen-eibl.com,,02742352444,Waffen u Munition,4171,Waffen,,vqBJ1
20852,Elmer GesmbH,Florianistr,5,Ober-Grafendorf,3200,,28,2500000,http://www.milchkuh.at,office@elmergmbh.at,,027472035,Getränkeautomaten,1428,Getränkeautomat,,WvFw4
20876,Restaurant Schloßtaverne,Schloss Rohrau,1,Rohrau,2471,,3,150000,http://www.schlosstaverne-rohrau.at,schlosstaverne@wavenet.at,,021642487,Restaurants,2947,Restaurant,,Q63lD
20882,Bernhard Kaschütz GmbH,Dreikreuzstr,42,Rohrbach an der Gölsen,3163,,18,3500000,http://www.kaschuetz.at,kaschuetz@kaschuetz.at,,027642401,Kachel- u Kaminöfen,1825,Kachelöfen,,3B7NH
20893,Franz Backknecht,Unterer Mitterweg,10,Rohrendorf bei Krems,3495,,,,http://www.rebschule.at,office@rebschule.at,,0273284494,Rebschulen,2904,Rebenschule,,9jzSs
20894,Winzerhof - Familie Bogner,Obere Hauptstr,24,Rohrendorf bei Krems,3495,,,,http://www.winzerhof-bogner.at,office@winzerhof-bogner.at,,0273284460,Pensionen / Privatzimmer,2728,Pension,,CtwB2
20910,Lenz Moser Weinkellerei AG,Lenz-Moser-Str,1,Rohrendorf bei Krems,3495,,75,27850000,http://www.lenzmoser.at,office@lenzmoser.at,,0273285541,Weingüter u -kellereien,4253,Wein,,vqBKJ
20928,Zum Schnitzlwirt - Helga u Norbert Hofbauer,Niederneustift,34,Rosenau Schloss,3924,,1,145000,http://www.schnitzlwirt.at,hofbauer@schnitzlwirt.at,,0282258220,Gasthäuser u Gasthöfe,1352,Gasthaus,,FMDzn
20929,Museumsverein Schloß Rosenau,Nr.,1,Rosenau Schloss,3924,,,,http://www.freimaurermuseum.at,freimaurermuseum@wvnet.at,,0282220552,Museen / Ausstellungen,2544,Museum,,Ddb5m
20931,Schlosshotel Rosenau - Margit Zulehner,Nr.,1,Rosenau Schloss,3924,,,,http://www.schlosshotel.rosenau.at,schloss.rosenau@wvnet.at,,0282258221,Hotels,1694,Hotel,,G5sst
20933,Alte Remise Gasthaus Pension Weissenhofer,Nr.,6,Rosenau Schloss,3924,,2,130000,http://www.rosenau.at,,,0282258203,Gasthäuser u Gasthöfe,1352,Gasthaus,,HXBh2
20954,Landgasthof Mann,Nr.,51,Rosenburg,3573,,4,250000,http://www.hotelmann.at,doris@landgasthof-mann.at,,029822915,Gasthäuser u Gasthöfe,1352,Gasthaus,,91Kc5
20955,Mantler-Mühle Rosenburg Kom Ges,Nr.,12,Rosenburg,3573,,50,6500000,http://www.mantler-komplet.at,office@mantler-komplet.at,,029822901,Mühlen,2527,Mühlenwesen,,8Ggj4
20977,Gasthof Pils,Nr.,6,Rotheau,3153,,5,,http://www.gasthof-pils.at,,,0276268613,Gasthäuser u Gasthöfe,1352,Gasthaus,,SH1TP
20983,Baumgartner Alfred Bau- u Möbeltischlerei GmbH,Lehen,7,Ruprechtshofen,3244,,13,830000,http://www.ab-holz.at,office@ab-holz.at,,027562124,Tischlereien,3951,Tischler,,Xdtsm
20987,Gemüsebau-Versuchsanlage d Höheren Bundeslehr u Versuchsanstalt f Gartenb Wien-Schönbrunn,Zinsenhof,7,Ruprechtshofen,3244,,,,http://www.zinsenhof.at,,,027562814,Versuchsanstalten,4110,Versuchsanstalt,,cXVT2
20989,Höfler Transport & Logistik GmbH,Lehen,9,Ruprechtshofen,3244,,53,6000000,http://www.hoefler-trans.at,office@hoefler-trans.at,,027562847,Transportunternehmen,3995,Transport,,f1pH8
20990,Irlinger Konstantin GesmbH,Wieselburger Str,2,Ruprechtshofen,3244,,13,1000000,http://irlinger-gmbh.at,office@irlinger-gmbh.at,,027562318,Installationsunternehmen,1776,Installateur,,hBlzH
20991,Jansen Competition,Ziegelofeng,2,Ruprechtshofen,3244,,8,500000,http://www.jansen-competition.com,info@jansen-competition.com,,027562266,Motorsport,5292,Motorsport,,gS75G
20997,Mitterbauer Franz GesmbH,Bahnhofstr,2,Ruprechtshofen,3244,,,6500000,http://www.mitterbauer.co.at,office@mitterbauer.co.at,,027562321,Transportunternehmen,3995,Transport,,Kk8PR
21004,Teufl Josef & Söhne OG EU-Schlachthof,Hauptpl,6,Ruprechtshofen,3244,,15,8000000,http://www.schlachthof-teufl.at,isabella@schlachthof-teufl.at,,027562301,Schlachthöfe,3376,Schlachthöfe,,Qphhs
21007,Thomas Blei,Nr.,19,Sallapulka,3752,,40,1400000,http://www.baeckereiblei.at,office@baeckereiblei.at,,02947363,Bäckereien,300,Bäckerei,,Q63nt
21021,Neumüller L GesmbH & Co KG,Nr.,88,Sallingberg,3525,,6,5700000,http://www.neumueller-holz.at,neumuellerholz@utanet.at,,028777401,Holzgroßhandel,1649,Holzgroßhandel,,CtwDc
21027,Volk GesmbH,Nr.,110,Sallingberg,3525,,24,1800000,http://www.volk.at,elektro@volk.at,,028778261,Elektroinstallationsunternehmen,984,Elektriker,,jf4n7
21049,Perthold KG,Markt,9,Sankt Aegyd am Neuwalde,3193,,,,http://www.perthold.at,gasthof.perthold@ready2web.net,,027682212,Gasthäuser u Gasthöfe,1352,Gasthaus,,dH9PK
21054,Schagerl & Lielacher GmbH,Hauptstr,10,Sankt Aegyd am Neuwalde,3193,,8,1500000,http://www.schagerl-lielacher.at,office@schagerl-lielacher.at,,027682274,Autoreparatur,276,Werkstatt,,f1pJS
21063,Gasthaus Stiefsohn Am Birbisthal,Eisenwerk,13,Sankt Aegyd am Neuwalde,3193,,,50000,http://www.stiefsohn.at,gasthaus@stiefsohn.at,,027682227,Gasthäuser u Gasthöfe,1352,Gasthaus,,JGqdj
21065,Roth-Technik Austria GesmbH,Eisenwerk,14,Sankt Aegyd am Neuwalde,3193,,207,89000000,http://www.rothtechnik.eu,info@rothtechnik.eu,,027682203,Auspuffe,224,Auspuff,,Ndl31
21066,VOGELLEITNER KG,Markt,18,Sankt Aegyd am Neuwalde,3193,,4,180000,http://www.vogelleitner.at,office@vogelleitner.at,,027682230,Kaffeehäuser,1831,Cafe,,LRnKt
21078,Binder Handels GmbH,Hauptstr,23,Wördern,3423,,24,3300000,http://www.adeg-binder.at,office@adeg-binder.at,,0224232287,Kaufhäuser,1890,Kaufhaus,,3tmMK
21081,Bestattung - Dussmann GesmbH,Greifensteiner Str,9,Sankt Andrä-Wördern,3423,,5,400000,http://www.bestattung-dussmann.at,office@bestattung-dussmann.at,,0224232379,Bestattungsunternehmen,447,Bestatter,,91Kfg
21087,Frieberger Bau GmbH,Tullner Str,13,Sankt Andrä-Wördern,3423,,20,1800000,http://www.frieberger.at,frieberger@frieberger.at,,0224232232,Baumeister,370,Baufirma,,BRdRs
21088,Fuchs & Feyertag GesmbH & Co KG-Tullnerfelder Bäckerei,Hauptstr,19,Wördern,3423,,,2500000,http://www.tullnerfelder.at,,,0224232237,Bäckereien,300,Bäckerei,,kMjjP
21100,Karner Erdarbeiten-Sand u Schotter-Transporte GmbH,Hauptstr,3,Greifenstein,3422,,35,2250000,http://www.karner-gmbh.at,karner-gmbh@aon.at,,0224232224,Sand u Schotter,3296,Schotter,,v6WV8
21104,Mediatrix Verlag Zischkin & Co GesmbH,Gloriette,5,Wördern,3423,,8,950000,http://www.mediatrix.at,,,0224238386,Verlage,4085,Verlagshaus,,TkJL5
21137,Hotel-Restaurant Winterbach,Nr.,34,Wohlfahrtsschlag,3283,,,,http://www.hotel-winterbach.at,office@hotel-winterbach.at,06645310968,,Hotels,1694,Hotel,,3B7TT
21158,Silmeta Silikate Metallurgische Industrie Produktion u. Vertrieb GmbH & Co KG,Oberer Markt,13,Oberwölbling,3124,,16,3000000,http://www.silmeta.at,silmeta@aon.at,,027862432,Gießereieinrichtungen u -bedarf,1438,Gießereibedarf,,lq2Wv
21171,Hubert Karl Bogner,Nr.,13,Obritzberg,3123,,9,630000,http://www.baeckerei-bogner.at,hb@baeckerei-bogner.at,,027862418,Bäckereien,300,Bäckerei,,T1fSP
21172,Pamberger Landmaschinentechnik e.U.,Nr.,18,Obritzberg,3123,,23,4700000,http://www.pamberger.com,office@pamberger.com,,027862229,Landwirtschaftliche Maschinen u Geräte,2199,Landmaschinen,,Xdtxd
21180,Zöchbauer Andreas GmbH - Sand & Lehm,Winzing,2,Obritzberg-Rust,3123,,2,,http://www.lehmputze.at,info@lehmputze.at,,027862316,Sand u Schotter,3296,Schotter,,gS797
21200,Hütterer GmbH,Nr.,98b,Oed,2755,,8,2500000,http://www.huetterer.at/tankstelle/frset_tankstelle.htm,huetterer.diskont@cnet.at,,0263272585,Tankstellen,3812,Tankstelle,,2RSck
21219,Raschbauer Bäckerei,Hauptstr,17,Ollern,3004,,4,500000,http://www.raschbauer.jimdo.com,landbaeckerei@raschbauer.at,,022712264,Bäckereien,300,Bäckerei,,jf4s3
21233,Ganselmaier Motel GmbH,Hauptstr,261,Ollersdorf,2252,,2,60000,http://www.motel-angern.at,hotel-angern@aon.at,,022832275,Hotels,1694,Hotel,,VRxHl
21239,PEUGEOT Schmid Hermann GesmbH,Protteser Str,28,Gänserndorf,2230,,16,4270000,http://www.peugeot-schmid.at,autohaus@peugeot-schmid.at,,0228280190,Autohandel,254,Kfz,,WvG5x
21247,Elektro Kölbel KG,Hauslehen,109,Opponitz,3342,,13,1300000,http://www.elektro-koelbel.at,,,074447251,Elektroinstallationsunternehmen,984,Elektriker,,fkSHR
21253,Bruckwirt GmbH,Nr.,12,Thann,3342,,5,300000,http://www.bruckwirt.pro-hunt.com,office@pro-hunt.com,,074447229,Gasthäuser u Gasthöfe,1352,Gasthaus,,K1Tcd
21260,Josef Drabits,Am Markt,27,Orth an der Donau,2304,,5,470000,http://www.drabits.at,,,022122249,Elektroinstallationsunternehmen,984,Elektriker,,RXLj8
21267,Holler GmbH,Hauptstr,29,Orth an der Donau,2304,,4,,http://www.sv-holler.at,office@sv-holler.at,,022122225,Sachverständige / Sonstige,3034,Sachverständige,,119r2
21276,Raiffeisenkasse Orth a d Donau regGenmbH - Hauptanstalt Orth a.d.Donau,Am Markt,21,Orth an der Donau,2304,,22,,http://www.raikaorth.at,info.32614@rb-32614.raiffeisen.at,,022122381,Banken u Sparkassen,332,Banken,,CtwKp
21285,Treno MöbelhandelsgesmbH,Feldg,3,Orth an der Donau,2304,,7,2500000,http://www.treno.at,treno@nextra.at,,022122334,Möbel / Erzeugung u Großhandel,2471,Möbel,,nHKNb
21288,Johann Wambach,Neusiedlzeile,13,Orth an der Donau,2304,,26,2199988,http://www.wambach.co.at,office@wambach.co.at,,022122237,Transportunternehmen,3995,Transport,,rvZsr
21290,Danubius Hotel-Restaurant,Am Markt,6,Orth an der Donau,2304,,5,350000,http://www.hotel-danubius.at,,,022122400,Hotels,1694,Hotel,,qSH5p
21294,Schloß-Apotheke Mag pharm Maria Winkler,Unterer Markt,11,Ottenschlag,3631,,,,http://www.schlossapotheke.at,office@schlossapotheke.at,,028727469,Apotheken,127,Apotheke,,tMsh4
21295,Böhm Wilhelm GesmbH,Neuhofstr,15,Ottenschlag,3631,,42,,http://www.boehm-ottenschlag.at,dach@boehm-ottenschlag.at,,028727340,Spenglereien,3630,Spengler,,sfDn3
21307,Franz Kolm,Nr.,9,Teichmanns,3623,,8,500000,http://www.tischlerei-kolm.at,office@tischlerei-kolm.at,,028727397,Tischlereien,3951,Tischler,,b6CpS
21312,Autohaus Ledermüller GmbH & Co KG,Pöggstaller Str,1-3,Ottenschlag,3631,,10,2300000,http://www.autohaus-ledermueller.at,info@autohaus-ledermueller.at,,028727500,Autohandel,254,Kfz,,GpWwj
21315,Matschiner Kaffeekonditorei,Oberer Markt,11,Ottenschlag,3631,,2,200000,http://www.matschiner.co.at/,,,028727213,Kaffeekonditoreien,1832,Konditorei,,DdbFf
21321,Raiffeisenkasse Ottenschlag-Martinsberg regGenmbH,Oberer Markt,6,Ottenschlag,3631,,12,2271553.82,http://noe.raiffeisen.at,info.32615@rb-32615.raiffeisen.at,,028727255,Banken u Sparkassen,332,Banken,,Mv6FB
21327,Sandler Helmut Ing KG,Spitzer Str,29,Ottenschlag,3631,,7,450000,http://www.tischlerei-sandler.at,office@tischlerei-sandler.at,,028727441,Tischlereien,3951,Tischler,,PMP3N
21335,Waldviertler Schnitzelwirt,Sportplatzg,8,Ottenschlag,3631,,3,150000,http://www.waldviertlerschnitzelwirt.at,,,028726220,Restaurants,2947,Restaurant,,3tmSZ
21368,Gasthaus Osterhaus - Zur schönen Aussicht - Maria Ellend,Maria Ellend,1,Paudorf,3508,,,20000,http://www.osterhaus.at,gh.osterhaus@osterhaus.at,,027367319,Gasthäuser u Gasthöfe,1352,Gasthaus,,dH9Wq
21372,Landgasthof Schickh,Avastr,2,Klein-Wien,3511,,15,800000,http://www.schickh.at,office@schickh.at,,027367218,Restaurants,2947,Restaurant,,hBm85
21390,HOYER'S St Valentinus Apotheke Mag pharm Hoyer KG,Hauptstr,22,Sankt Valentin,4300,,22,2550000,http://www.hoyers.at,apotheke@hoyers.at,,0743552413,Apotheken,127,Apotheke,,Q63xj
21391,Gärtnerei Auer,Feichtingerstr,24,Sankt Valentin,4300,,4,220345,http://www.blumenauer.at,m.auer@live.at,,0743552493,Gärtnereien,1334,Gärtnerei,,PMP4h
21392,Gartenhotel Kerschbaumer,Westbahnstr,24,Sankt Valentin,4300,,8,,http://www.hotel-kerschbaumer.at,office@hotel-kerschbaumer.at,,0743552326,Hotels,1694,Hotel,,3B7bh
21394,Hagler Susanne GmbH & Co KG - Bestattung Stockinger,Kirchenstr,5,Sankt Valentin,4300,,,,http://www.bestattungstockinger.at,office@bestattungstockinger.at,,0743552117,Bestattungsunternehmen,447,Bestatter,,1jpnf
21396,Bönisch Rudolf Kegelbahnbau,Gollensdorfer Str,1,Sankt Valentin,4300,,2,250000,http://www.boenisch.at,office@boenisch.at,,0743552489,Kegel- u Bowlingbahnen / Bau u Service,1892,Bowlingbahnbau,,65kBw
21400,Deuschl GesmbH,Ennser Str,18,Sankt Valentin,4300,,9,1500000,http://www.deuschl.at,office@deuschl.at,,0743552149,Autobusunternehmen,244,Busunternehmen,,91KnB
21401,Ebner-Elektro GesmbH & Co KG,Werkstr,26,Sankt Valentin,4300,,15,2500000,http://www.elektroebner.at,,,0743552594,Elektroinstallationsunternehmen,984,Elektriker,,8Ggt9
21416,Fuchshuber Wolfgang GesmbH,Hauptstr,20,Sankt Valentin,4300,,6,500000,http://www.glas-fuchshuber.at,office@glas-fuchshuber.at,,0743552101,Glasereien,1459,Glasereien,,rvZwS
21427,Guttmann Hermann KFZ Mechanik u. Elektrik,Rasthausstr,4,Sankt Valentin,4300,,7,1260000,http://www.kfz-guttmann.at,,,0743552567,Autoreparatur,276,Werkstatt,,SH1gb
21431,Hochreiter Metallbau GmbH,Bürgerstr,9,Sankt Valentin,4300,,28,1900000,http://www.hochreiter-metallbau.at,office@hochreiter-metallbau.at,,0743552488,Metallbau,2419,Metallbaubetriebe,,WBcGq
21433,Landzeit Autobahn-Restaurant & Motor-Hotel St. Valentin,Rasthausstr,6,Sankt Valentin,4300,,90,,http://www.landzeit.at,,,0743552002,Autobahnraststätten,234,Autohof,,cXVg7
21435,Höller Juwelier,Langenharter Str,46,Sankt Valentin,4300,,2,180000,http://www.juwelier-hoeller.at,office@juwelier-hoeller.at,,0743552116,"Juwelen, Gold- u Silberwaren / Einzelhandel",1811,Juweliere,,b6Cs5
21437,Gasthaus u Fleischwaren Kaltenböck,Hauptpl,10,Sankt Valentin,4300,,,,http://www.kaltenboeck-feinkost.at,office@kaltenboeck-feinkost.at,,0743552204,Gasthäuser u Gasthöfe,1352,Gasthaus,,gS7GM
21441,irx-KAROSSERIE GmbH,Wiener Str,8,Sankt Valentin,4300,,,,http://www.irx.at,office@irx.at,,0743553111,Autospenglereien,282,Autospengler,,G5t6J
21445,Kammerhuber GmbH,Handelsstr,1,Sankt Valentin,4300,,10,1250000,http://www.kammerhuber.at,office@kammerhuber.at,,0743552383,Autoreparatur,276,Werkstatt,,K1ThX
21449,Textil Karntner GesmbH & Co KG,Hauptstr,37,Sankt Valentin,4300,,55,22000000,http://www.karntner.com,office@karntner.com,,0743552169,Textilwaren / Erzeugung u Großhandel,3910,Textilhandel,,Mv6Hn
21465,Autohaus Leuchtenmüller,Werkstr,4,Sankt Valentin,4300,,6,1200000,http://www.autohausleuchtenmueller.at,office@autohausleuchtenmueller.at,,0743552224,Autoreparatur,276,Werkstatt,,8GgvS
21472,Remserhof,Remser Dorfstr,17,Sankt Valentin,4300,,2,140000,http://www.remserhof.de.vu,remserhof@aon.at,,0743553553,Pensionen / Privatzimmer,2728,Pension,,l6MmH
21480,Perovit Nussbaumer GmbH,Perovitstr,3,Sankt Valentin,4300,,,,http://www.perovit.at,info@perovit.at,,0743552275,Kosmetische Produkte / Einzelhandel,2033,Naturkosmetik,,rvZxm
21488,Gasthof zur Linde,Westbahnstr,32,Sankt Valentin,4300,,10,500000,http://www.zurlinde.at,,,0743552319,Gasthäuser u Gasthöfe,1352,Gasthaus,,VRxNx
21491,Raiffeisenkasse St Valentin-Haag regGenmbH - Bankstelle St.Valentin,Hauptpl,17,Sankt Valentin,4300,,26,2460000,http://noe.raiffeisen.at,info.32789@rb-32789.raiffeisen.at,,,Banken u Sparkassen,332,Banken,,SH1ht
21497,Hotel Post - Fam Rogl,Westbahnstr,36,Sankt Valentin,4300,,10,650000,http://www.hotel-rogl.at,info@hotel-rogl.at,,0743552377,Hotels,1694,Hotel,,cXVhQ
21503,Schorm GesmbH,Thurnsdorfer Str,50,Sankt Valentin,4300,,12,850000,http://www.schorm.at,,,0743553564,Kunststoffbe- u -verarbeitung,2132,Kunststoffe,,f1pTd
21509,Sonnleitner GmbH,Werkstr,44,Sankt Valentin,4300,,,,http://www.sonnleitner.at,,,0743552285,Autoreparatur,276,Werkstatt,,FMFDf
21520,Restaurant - Hotel Wallner zum grünen Baum,Westbahnstr,58,Sankt Valentin,4300,,6,400000,http://www.zum-gruenen-baum.at,info@zum-gruenen-baum.at,,0743552454,Gasthäuser u Gasthöfe,1352,Gasthaus,,3tmXL
21529,Wirlinger Bauunternehmen GmbH & Co KG,Josef-Stöckler-Str,5,Sankt Valentin,4300,,50,6350000,http://www.wirlinger.at,office@wirlinger.at,,0743552431,Bauunternehmen,392,Baufirma,,BRddt
21533,Bendel GmbH,Hauptstr,35,Sankt Veit an der Gölsen,3161,,13,4300000,http://www.citroen-bendel.at,dieterbendel@citroen-bendel.at,,027632251,Autohandel,254,Kfz,,7X33p
21551,Ludwig Energietechnik GmbH & Co KG,Hauptstr,30,Sankt Veit an der Gölsen,3161,,,,http://www.ludwig.co.at,office@ludwig.co.at,,027637000,Installationsunternehmen,1776,Installateur,,rvb1D
21558,Pommer Karl GesmbH & Co KG,Gölsentalstr,39,Sankt Veit an der Gölsen,3161,,22,,http://www.pommer.at,info@pommer.at,,027632343,Einrichtungshäuser,930,Möbelhaus,,TkJWL
21567,Landgasthof Schwaiger,Hauptstr,22,Sankt Veit an der Gölsen,3161,,,,http://www.landgasthof-schwaiger.at,info@landgasthof-schwaiger.at,,027632333,Gasthäuser u Gasthöfe,1352,Gasthaus,,dH9ct
21570,Gasthof Wagner-Löffler,Wiesenfeld,1,Sankt Veit an der Gölsen,3161,,3,140000,http://www.gh-loeffler-wagner.at,,,027632305,Gasthäuser u Gasthöfe,1352,Gasthaus,,K1Tl6
21579,Müller Autoreparaturen GesmbH,Hauptstr,109,Sarasdorf,2454,,25,4500000,http://www.toyota-mueller.at,office@toyota-mueller.at,,021692311,Autoreparatur,276,Werkstatt,,RXLqf
21592,Josef Schönbichler,Nr.,10,Sarling,3374,,,500000,http://www.tischlerei-schoenbichler.at,office@tischlerei-schoenbichler.at,,0741252462,Tischlereien,3951,Tischler,,9jzm8
21599,Apotheke Zum heiligen Leopold,Hauptstr,23,Scheibbs,3270,,15,2250000,http://www.apotheke-scheibbs.at,apotheke@apotheke-scheibbs.at,,0748242228,Apotheken,127,Apotheke,,91KsF
21609,Ehrlich Richard GesmbH,Erlafstr,47,Scheibbs,3270,,30,2700000,http://www.ehrlichstein.at,chef@ehrlichstein.at,,0748242223,Steinmetzbetriebe,3719,Steinmetzbetrieb,,tMspT
21615,startup - fahrschule henke,Karl-Höfinger-Promenade,28,Scheibbs,3270,,,,http://www.startup-henke.at,scheibbs@startup-henke.at,,0748242515,Fahrschulen,1067,Fahrschule,,rvb2W
21640,Glas Hofstätter,Rathauspl,3,Scheibbs,3270,,5,300000,http://www.glas-hofstaetter.at,glas.hofstaetter@aon.at,,0748242469,Glasereien,1459,Glasereien,,PMP9m
21647,Kammer f Arbeiter u Angestellte f NÖ Bezirksst. Scheibbs,Burgerhofstr,5,Scheibbs,3270,,,,http://www.aknoe.at,scheibbs@aknoe.at,,057171,Kammern,1849,Kammer,,NdlGs
21652,Landesklinikum Scheibbs,Eisenwurzenstr,26,Scheibbs,3270,,510,35000000,http://www.scheibbs.lknoe.at,office@scheibbs.lknoe.at,,074829004,Krankenhäuser u Kliniken,2044,Krankenhaus,,11B1s
21654,Leichtfried-Kfz GesmbH,Sankt Georgner Str,18,Scheibbs,3270,,8,1500000,http://www.peugeot-leichtfried.at,peugeot-leichtfried@aon.at,,0748242389,Autoreparatur,276,Werkstatt,,2RSp1
21659,Ondrusek Johann Ing GesmbH,Sankt Georgner Str,24,Scheibbs,3270,,21,2000000,http://www.wellnessbad.at,office@wellnessbad.at,,0748242163,Installationsunternehmen,1776,Installateur,,CtwTd
21668,Herta Widhalm,Hauptstr,12,Scheibbs,3270,,,,http://www.buchhandlung-widhalm.at,office@buchhandlung-widhalm.at,,0748242648,Buchhandlungen,631,Buchhandlung,,hvQ99
21680,Wittur GmbH,Sowitschstr,1,Scheibbs,3270,,352,120000000,http://www.wittur.at,info@wittur.at,,0748242542,Aufzüge,217,Aufzug,,WBcMv
21683,Sparkasse Scheibbs AG,Hauptstr,9,Scheibbs,3270,,32,2286000,http://www.sparkasse.at/scheibbs,info@scheibbs.sparkasse.at,,050100,Banken u Sparkassen,332,Banken,,ZMZ56
21691,Traunfellner Anton GesmbH,Erlafpromenade,32-34,Scheibbs,3270,,220,46500000,http://www.antontraunfellner.at,at@antontraunfellner.at,,0748290300,Bauunternehmen,392,Baufirma,,hBmGb
21698,Willenpart & Sturmlehner GmbH,Eisenwurzenstr,52,Scheibbs,3270,,16,1900000,http://www.willenpart-sturmlehner.at,willenpart-sturmlehner@aon.at,,0748242480,Autohandel,254,Kfz,,K1Tnj
21706,Danhel KG,Bundesstr,42,Scheiblingkirchen,2831,,5,400000,http://www.danhel.at,steinmetz@danhel.at,,026292313,Steinmetzbetriebe,3719,Steinmetzbetrieb,,Qpj1C
21713,Restaurant Reisenbauer,Bundesstr,62,Scheiblingkirchen,2831,,,,http://www.gasthaus-reisenbauer.at,info@gasthaus-reisenbauer.at,,026292401,Restaurants,2947,Restaurant,,4dQWK
21719,Klosterstüberl - Christine Brandstätter,Nr.,1,Maria Langegg,3642,,,,http://www.marialangegg-klosterstueberl.com,,,02753329,Gasthäuser u Gasthöfe,1352,Gasthaus,,3B7kM
21726,MUTTI - Landgasthof Aprea,Am Bahnhof,6,Schleinbach,2123,,12,,http://www.mutti.at,landgasthof@mutti.at,,022453740,Gasthäuser u Gasthöfe,1352,Gasthaus,,8Gh2n
21729,Gasthaus z Eisenbahn,Bahnstr,5,Hautzendorf,2123,,,,http://www.gasthaus-zur-eisenbahn.at,,06645086913,,Gasthäuser u Gasthöfe,1352,Gasthaus,,mXggc
21755,Bauer Bernhard GmbH,Zwettler Str,62,Schönbach,3633,,10,750000,http://www.holzbauer.at,info@holzbauer.at,,02827248,Zimmereien,4400,Zimmerei,,hBmHt
21767,Alois Fellner,Rudolf-Wondracek-Str,9,Sankt Pölten,3100,,2,200000,http://www.fellner-speck.at,office@fellner-speck.at,,02742252023,Fleischhauereien,1205,Fleischerei,,G5tDx
21770,Figl J GmbH & Co KG - Mercedes Benz / Iveco,Porschestr,11,Sankt Pölten,3100,,20,1600000,http://www.figl-nutzfahrzeuge.at,figl@mercedes.at,,0274272225,Autohandel,254,Kfz,,RXLvX
21773,Fischer Heinz GmbH,Bahnhofpl,6,Sankt Pölten,3100,,,,http://www.heinzfischergmbh.at,st.poelten@heinzfischergmbh.at,,02742353308,Installationsunternehmen,1776,Installateur,,LRndK
21776,Fischl-Friebes Miederwaren,Wiener Str,43,Sankt Pölten,3100,,1,125000,http://www.fischl-kleidet.com,,,02742328503,Mieder u Miederwaren,2445,Mieder,,4dQXc
21779,Sedina Philipp - Uhrmacher vorm Flashaar,Riemerpl,2,Sankt Pölten,3100,,,,http://www.sedina.at,juwelier@sedina.at,,02742352957,"Juweliere, Gold- u Silberschmiede",1814,Juwelier,,5M5Rj
21783,Flugsportzeitung,Fuhrmannsg,11/2/13,Sankt Pölten,3100,,,,http://www.flugsportzeitung.at,flugsportzeitung@aon.at,,02742353422,Zeitungen u Zeitschriften,4375,Zeitung,,2RSrd
21795,Tourismusinformation d Stadt St Pölten,Rathauspl,1,Sankt Pölten,3100,,20,3633700,http://www.st-poelten.gv.at,tourismus@st-poelten.gv.at,,02742353354,Tourismusinformation u -organisationen,4485,Tourismusbüro,,nHKc1
21809,galerie maringer - Zentrum der modernen Kunst,Herrenpl,3,Sankt Pölten,3100,,,,http://www.galerie-maringer.at,office@galerie-maringer.at,,02742354277,Galerien,1307,Galerie,,WBcQX
21813,Gärtner Reisen GmbH,Bahnhofpl,11,Sankt Pölten,3100,,28,22000000,http://www.gaertner.at,office@gaertner.at,,02742396,Reisebüros,2929,Reiseveranstalter,,SH1qS
21818,Gaugusch GesmbH,Ledererg,4,Sankt Pölten,3100,,8,1000000,http://www.gaugusch-wohnen.at,raumaustatter@gaugusch-wohnen.at,,02742372343,Raumausstattung,2900,Raumaustatter,,hBmKB
21834,Gotschim Frisör GmbH,Klosterg,3,Sankt Pölten,3100,,20,600000,http://www.gotschim.at,info@gotschim.at,,02742352007,Friseure u Frisiersalons,1273,Friseur,,RXLwr
21836,Fahrschule Easy-Drivers Graf,Hofstatt,5,Sankt Pölten,3100,,9,450000,http://www.easydrivers.at/st.poelten,easydrivers.graf@kstp.at,,,Fahrschulen,1067,Fahrschule,,MBRXf
21837,Hotel Graf GmbH,Bahnhofpl,7,Sankt Pölten,3100,,17,450000,http://www.hotel-graf.at,office@hotel-graf.at,,02742352757,Hotels,1694,Hotel,,LRnfd
21841,Grieszler - Bau u Möbeltischlerei,Kremser Landstr,53-55,Sankt Pölten,3100,,10,650000,http://www.grieszler.at,tischlerei@grieszler.at,,02742363506,Tischlereien,3951,Tischler,,3tmgt
21847,Gruber Karl GesmbH,Linzer Str,94,Sankt Pölten,3100,,35,3500000,http://www.grubertransporte.at,karl.gruber@grubertransporte.at,,0274274167,Transportunternehmen,3995,Transport,,2RSsw
21855,Hager Bäckerei GmbH,Mühlweg,68,Sankt Pölten,3100,,182,8380748.16,http://www.hager.co.at,zentrale@hager.co.at,,02742362268,Bäckereien,300,Bäckerei,,8Gh5Q
